Título,Localización,Fecha,Salario,Formación,ID
Mantenedores de edificios,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795665
Soldadores de estructuras metálicas pesadas,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795667
Administrativo-a de calidad para valladolid,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795640
Técnico-a superior de prl para arévalo (ávila),Avila - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas para la formación e…,1839795639
Responsable y técnicos departamento de contabilidad y fiscal para soria,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795638
Mecánico-a de coches para ávila,Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795645
2 conductores-as de camión ruta internacional para ponferrada (león),Leon - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias de 1 er y 2º…,1839795644
Oficial electricista de obra para burgos,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839804595
Trabajadores sociales,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795661
"Cocineros, en general",Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795662
Healthcare workers para irlanda 2025 (reclutamiento presencial cpl),Sin Especificar,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839804582
Gerente-a de mantenimiento para salamanca,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795637
Jefe-a de obra civil para salamanca,Sin Especificar,02/04/2025,Sin especificar,Otros tipos de formación,1839795636
Administrativo-a para palencia,Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795634
Responsable de mantenimiento para carrascal del río (segovia),Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795604
Ayudante-a de pescadería para palencia,Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795603
Operario-a de limpieza para salamanca,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Primera etapa de educación secundaria…,1839795598
2 oficiales-as instaladores-as electricistas para zamora,Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839795597
2 dependientes-as para zamora,Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias de 1 er y 2º…,1839795600
Recepcionista para quintanilla de onésimo (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795599
Vendedor-a especializado-a para soria,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839795606
Personal de tienda para salamanca,Salamanca - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795605
Coordinador-a de proyectos digitales call center para palencia,Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839795582
Jefe-a de cocina para ponferrada (león),Leon - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795580
Repartidor-a de bebidas para ólvega (soria),Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795581
Electromecánico-a industrial para fuentes de valdepero (palencia),Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839795595
Chapista con discapacidad para ávila,Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795596
Mozo-a de almacén - carretillero-a para la cistérniga (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795594
Ayudante de retimbrados para laguna de duero (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839795579
Ingeniero-a de redes y comunicaciones para valladolid,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839795577
Limpiador-a mantenedor-a para zamora,Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795576
4 operarios-as de envasado para villamuriel de cerrato (palencia),Palencia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795575
Operario de usos múltiples para bercimuel (segovia),Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795574
Operarios torno fresador cnc,Huesca - Aragon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839287524
Jefe de obra civil para matamala de almazán (soria),Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795607
Operario-a de limpieza 20 horas-semana - (sevilla-tomares),Sevilla - Andalucia - España,02/04/2025,10.000 - 13.999 Primera etapa de educación secundaria…,,1839833274
Vigilantes de seguridad,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795698
"Cuidadores de personas con discapacidad y-o dependencia, en instituciones",Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839795699
"Camareros, en general",Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795696
"Peones agrícolas, en general",Soria - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795697
Conductor-a de camión grúa,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,1838538996
"Camareros, en general",Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795713
Asistentes domiciliarios,Leon - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795712
"Camareros, en general",Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795711
Conductores de camión con remolque y-o de tractocamión,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795708
Albañiles,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795709
Auxiliares de enfermería de geriatría,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas de grado medio de formación…,1839795707
Albañiles,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795704
Asistentes domiciliarios,Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795705
"Peones de la industria de la alimentación, bebidas y tabaco",Zamora - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795703
Personal de limpieza o limpiadores en general,Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Primera etapa de educación secundaria…,1839795700
Enfermeros de cuidados generales,Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas universitarias oficiales de…,1839795729
Albañiles,Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839795728
Auxiliares de enfermería de geriatría,Soria - Castilla Leon - España,02/04/2025,Sin especificar,Enseñanzas de grado medio de formación…,1839795726
Fisioterapeuta,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,1838289880
Repartidor-a,Alicante - Comunidad Valenciana - España,02/04/2025,14.000 - 17.999,Sin estudios,1839793595
Profesor de cosmetica natural,A Coruña - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,1838538824
Dependiente-a para ávila,Avila - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839801275
Tornero-a fresador-a para boecillo (valladolid),Valladolid - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839801286
Peón de jardinería para medina de pomar (burgos),Burgos - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839801288
Repartidor-a en furgoneta para segovia,Segovia - Castilla Leon - España,02/04/2025,Sin especificar,Otros tipos de formación,1839801287
Recepcionista de hotel,Murcia - España,02/04/2025,Sin especificar,Otros tipos de formación,1839540587
Personal gerocultor amavir betelu,Navarra - España,02/04/2025,Sin especificar,Sin estudios,1839792595
Intérprete lenguaje de signos (i.l.s.e.) para la delegación provincial de educación de badajoz en…,Badajoz - Extremadura - España,02/04/2025,Sin especificar,Primera etapa de educación secundaria…,1839792593
"Senior qa automation engineer clm f-m-d, madrid",Madrid - España,02/04/2025,Sin especificar,Enseñanzas de grado superior de…,1839792403
Entrenador-a personal en alicante,Alicante - Comunidad Valenciana - España,02/04/2025,Sin especificar,Sin estudios,1839792396
Personal gerocultor amavir betelu,Navarra - España,02/04/2025,Sin especificar,Sin estudios,1839792622
Entrenador-a personal en castellón,Castellon - Comunidad Valenciana - España,02/04/2025,Sin especificar,Sin estudios,1839792423
"Project manager, presencial",Barcelona - Cataluña - España,02/04/2025,Sin especificar,Sin estudios,1839792424
Camarero-a de pisos - bless hotel ibiza,Illes Balears - Baleares - España,02/04/2025,Sin especificar,Estudios primarios incompletos,1839792412
Auxiliar cocina-limpieza bellpuig ref sxsdl,Huesca - Aragon - España,02/04/2025,Sin especificar,Estudios primarios incompletos,1839792451
"Profesor-a de matemáticas, física y química",Navarra - España,02/04/2025,Sin especificar,Enseñanzas de grado superior de…,1839792331
Tramitador-a de siniestros,La Rioja - España,02/04/2025,Sin especificar,Enseñanzas de grado superior de…,1839792330
Fisioterapeuta para clínica de rehabilitación,Navarra - España,02/04/2025,Sin especificar,Enseñanzas universitarias de grado,1839792329
Terapeuta ocupacional,Navarra - España,02/04/2025,Sin especificar,Otros tipos de formación,1839792327
Chófer de camión,Navarra - España,02/04/2025,Sin especificar,Estudios oficiales de especialización…,1839792335
Personal de laboratorio,Navarra - España,02/04/2025,Sin especificar,Enseñanzas de grado superior de…,1839792345
Educador-a piso tutelado,Navarra - España,02/04/2025,Sin especificar,Doctorado universitario.,1839792346
Personal atención vivienda con apoyo de alta intensidad de personas con discapacidad (sustitución),Navarra - España,02/04/2025,Sin especificar,Enseñanzas de grado medio de música y…,1839792343
Personal de atención directa en viviendas con apoyo de alta intensidad de personas con discapacidad,Navarra - España,02/04/2025,Sin especificar,Enseñanzas de grado medio de música y…,1839792344
Técnico mantenimiento inst. térmicas (frio y calor),Navarra - España,02/04/2025,Sin especificar,Enseñanzas de grado superior de…,1839792334
Fontanero-a,La Rioja - España,02/04/2025,Sin especificar,Enseñanzas de grado superior de…,1839792333
".net fullstack engineer (focus frontend), madrid",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839792366
"Senior opentext asset manager engineer, madrid",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839792361
".net fullstack engineer (focus frontend), madrid",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839792363
".net fullstack engineer (focus backend), madrid",Madrid - España,02/04/2025,Sin especificar,Otros tipos de formación,1839792369
Técnico-a de asistencia para mantenimiento y reparación de cámaras climáticas,Barcelona - Cataluña - España,02/04/2025,Sin especificar,Otros tipos de formación,1839792368
Comercial de ventas b2b. fijo+comisiones sin techo,Illes Balears - Baleares - España,02/04/2025,Sin especificar,Estudios primarios incompletos,1839792382
"It test manager channels 100% (f-m-d), madrid",Madrid - España,02/04/2025,Sin especificar,Enseñanzas de grado superior de…,1839792377
Administrativo-a,Alava - Pais Vasco - España,02/04/2025,Sin especificar,Otros tipos de formación,1839792389
Gpp&w - guest service assistant,Illes Balears - Baleares - España,02/04/2025,Sin especificar,Sin estudios,1839792390
Responsable del departamento tecnico-a,Murcia - España,02/04/2025,Sin especificar,Sin estudios,1839792384
"Analista pro. cobol cics db2 jcl, madrid",Madrid - España,02/04/2025,21.000 - 30.000,Otros tipos de formación,1839792348
Gerocultor-a,Lugo - Galicia - España,02/04/2025,Sin especificar,Otros tipos de formación,1837484514
"Mecánico reparador de bicicletas, otro de mantenedor de esquís y otro de diseñador e impresor de…",Madrid - España,02/04/2025,Sin especificar,Fp de grado superior y equivalentes…,1834712548
"Fisioterapeutas, en general",Sta.cruz de Tenerife - Canarias - España,02/04/2025,Sin especificar,Otros tipos de formación,1839792255
